Brand,Family,Reference,Name,Movement,Produced,Limited,Bezel,Glass,Back,Shape,Diameter,Height,Lug Width,W/R,Nickname,Color,Finish,Indexes,Hands,Materials
Blancpain,Fifty Fathoms,5015-1144-52,Fifty Fathoms Automatique Stainless Steel / Mother of Pearl / White Canvas,"Blancpain caliber 1315
Hours, Minutes, Seconds | Date",2007,No,"Rotating, 0-60 (Dive)",Sapphire,Closed,Round,45.00 mm,15.50 mm,23.00 mm,300.00 m,,White,,Mixed,Sword,Mother of Pearl
Blancpain,Fifty Fathoms,5015A-3630-63B,Fifty Fathoms Automatique Red Gold / Black / Brown Barennia,"Blancpain caliber 1315
Hours, Minutes, Seconds | Date",2007,No,"Rotating, 0-60 (Dive)",Sapphire,Closed,Round,45.00 mm,15.50 mm,23.00 mm,300.00 m,,Black,,Mixed,Sword,Red Gold
Blancpain,Fifty Fathoms,5015A-1144-52A,Fifty Fathoms Automatique Stainless Steel / White Mother Of Pearl / White Canvas,"Blancpain caliber 1315
Hours, Minutes, Seconds | Date",2007,No,"Rotating, 0-60 (Dive)",Sapphire,Closed,Round,45.00 mm,15.50 mm,23.00 mm,300.00 m,,White,,Mixed,Sword,Mother of Pearl
Blancpain,Fifty Fathoms,5015B-1130-52,Fifty Fathoms Tribute to Fifty Fathoms / Stainless Steel / Black / Black Canvas,"Blancpain caliber 1315
Hours, Minutes, Seconds | Date",2007,"Yes, 500 units","Rotating, 0-60 (Dive)",Sapphire,Closed,Round,45.00 mm,15.50 mm,23.00 mm,300.00 m,,Black,,Mixed,Sword,Stainless Steel
Blancpain,Fifty Fathoms,5015C-1130-52B,Fifty Fathoms Tribute to Fifty Fathoms Aqua Lung / Stainless Steel / Black / Black Canvas,"Blancpain caliber 1315
Hours, Minutes, Seconds | Date",2007,"Yes, 500 units","Rotating, 0-60 (Dive)",Sapphire,Closed,Round,45.00 mm,15.50 mm,23.00 mm,300.00 m,,Black,,Mixed,Sword,Stainless Steel
Blancpain,Fifty Fathoms,5015D-1140-52B,Fifty Fathoms Automatique Stainless Steel / Blue / Blue Canvas,"Blancpain caliber 1315
Hours, Minutes, Seconds | Date",2007,No,"Rotating, 0-60 (Dive)",Sapphire,Closed,Round,45.00 mm,15.50 mm,23.00 mm,300.00 m,,Blue,Guilloche,Mixed,Sword,Stainless Steel
Blancpain,Fifty Fathoms,5015D-1140-71B,Fifty Fathoms Automatique Stainless Steel / Blue / Bracelet,"Blancpain caliber 1315
Hours, Minutes, Seconds | Date",2007,No,"Rotating, 0-60 (Dive)",Sapphire,Closed,Round,45.00 mm,15.50 mm,23.00 mm,300.00 m,,Blue,Guilloche,Mixed,Sword,Stainless Steel
Blancpain,Fifty Fathoms,5000-0130-B52A,Fifty Fathoms Bathyscaphe Ceramic / Black / Canvas,"Blancpain caliber 1315
Hours, Minutes, Seconds | Date",2015,No,"Rotating, 0-60 (Dive)",Sapphire,Open,Round,43.60 mm,13.80 mm,23.00 mm,300.00 m,,Black,,Mixed,Baton,Ceramic
Blancpain,Fifty Fathoms,5000-0130-NABA,Fifty Fathoms Bathyscaphe Ceramic / Black / NATO,"Blancpain caliber 1315
Hours, Minutes, Seconds | Date",2015,No,"Rotating, 0-60 (Dive)",Sapphire,Open,Round,43.60 mm,13.80 mm,23.00 mm,300.00 m,,Black,,Mixed,Baton,Ceramic
Blancpain,Fifty Fathoms,5000-0240-O52A,Fifty Fathoms Bathyscaphe Ceramic / Blue / Canvas,"Blancpain caliber 1315
Hours, Minutes, Seconds | Date",2015,No,"Rotating, 0-60 (Dive)",Sapphire,Open,Round,43.60 mm,13.80 mm,23.00 mm,300.00 m,,Blue,Sunburst,Stick / Dot,Baton,Ceramic
Blancpain,Fifty Fathoms,5000-0240-NAOA,Fifty Fathoms Bathyscaphe Ceramic / Blue / NATO,"Blancpain caliber 1315
Hours, Minutes, Seconds | Date",2016,No,"Rotating, 0-60 (Dive)",Sapphire,Open,Round,43.60 mm,13.80 mm,23.00 mm,300.00 m,,Black,,Mixed,Baton,Ceramic
Blancpain,Fifty Fathoms,5000-1110-70B,Fifty Fathoms Bathyscaphe Stainless Steel / Grey / Bracelet,"Blancpain caliber 1315
Hours, Minutes, Seconds | Date",2014,No,"Rotating, 0-60 (Dive)",Sapphire,Open,Round,43.00 mm,13.40 mm,23.00 mm,300.00 m,,Grey,Sunburst,Stick / Dot,Baton,Stainless Steel
Blancpain,Fifty Fathoms,5000-1110-B52A,Fifty Fathoms Bathyscaphe Stainless Steel / Grey / Black Canvas,"Blancpain caliber 1315
Hours, Minutes, Seconds | Date",2013,No,"Rotating, 0-60 (Dive)",Sapphire,Open,Round,43.00 mm,13.40 mm,23.00 mm,300.00 m,,Grey,,Stick / Dot,Baton,Stainless Steel
Blancpain,Fifty Fathoms,5000-1110-K52A,Fifty Fathoms Bathyscaphe Stainless Steel / Grey / Sand Canvas,"Blancpain caliber 1315
Hours, Minutes, Seconds | Date",2013,No,"Rotating, 0-60 (Dive)",Sapphire,Open,Round,43.00 mm,13.40 mm,23.00 mm,300.00 m,,Grey,,Stick / Dot,Baton,Stainless Steel
Blancpain,Fifty Fathoms,5000-1110-NABA,Fifty Fathoms Bathyscaphe Stainless Steel / Grey / Grey Nato,"Blancpain caliber 1315
Hours, Minutes, Seconds | Date",2013,No,"Rotating, 0-60 (Dive)",Sapphire,Open,Round,43.00 mm,13.40 mm,23.00 mm,300.00 m,,Grey,,Stick / Dot,Baton,Stainless Steel
Blancpain,Fifty Fathoms,5000-1110-NAKA,Fifty Fathoms Bathyscaphe Stainless Steel / Grey / Sand Nato,"Blancpain caliber 1315
Hours, Minutes, Seconds | Date",2013,No,"Rotating, 0-60 (Dive)",Sapphire,Open,Round,43.00 mm,13.40 mm,23.00 mm,300.00 m,,Grey,,Stick / Dot,Baton,Stainless Steel
Blancpain,Fifty Fathoms,5000-1230-B52A,Fifty Fathoms Bathyscaphe Titanium / Black / Black Canvas,"Blancpain caliber 1315
Hours, Minutes, Seconds | Date",2013,No,"Rotating, 0-60 (Dive)",Sapphire,Open,Round,43.00 mm,13.40 mm,23.00 mm,300.00 m,,Black,,Stick / Dot,Baton,Titanium
Blancpain,Fifty Fathoms,5000-1230-K52A,Fifty Fathoms Bathyscaphe Titanium / Black / Sand Canvas,"Blancpain caliber 1315
Hours, Minutes, Seconds | Date",2013,No,"Rotating, 0-60 (Dive)",Sapphire,Open,Round,43.00 mm,13.40 mm,23.00 mm,300.00 m,,Black,,Stick / Dot,Baton,Titanium
Blancpain,Fifty Fathoms,5000-1230-NABA,Fifty Fathoms Bathyscaphe Titanium / Black / Grey Nato,"Blancpain caliber 1315
Hours, Minutes, Seconds | Date",2013,No,"Rotating, 0-60 (Dive)",Sapphire,Open,Round,43.00 mm,13.40 mm,23.00 mm,300.00 m,,Black,,Stick / Dot,Baton,Titanium
Blancpain,Fifty Fathoms,5000-1230-NAKA,Fifty Fathoms Bathyscaphe Titanium / Black / Sand Nato,"Blancpain caliber 1315
Hours, Minutes, Seconds | Date",2013,No,"Rotating, 0-60 (Dive)",Sapphire,Open,Round,43.00 mm,13.40 mm,23.00 mm,300.00 m,,Black,,Stick / Dot,Baton,Titanium
Blancpain,Fifty Fathoms,5000-36S30-B52 A,Fifty Fathoms Bathyscaphe Sedna Gold / Black / Black Canvas,"Blancpain caliber 1315
Hours, Minutes, Seconds | Date",2015,No,"Rotating, 0-60 (Dive)",Sapphire,Open,Round,43.00 mm,13.40 mm,23.00 mm,300.00 m,,Black,,Stick / Dot,Baton,Sedna Gold
Blancpain,Fifty Fathoms,5100-1127-NAH,Fifty Fathoms Bathyscaphe Stainless Steel / White / Green Nato,"Blancpain caliber 1150
Hours, Minutes, Seconds | Date",2013,No,"Rotating, 0-60 (Dive)",Sapphire,Open,Round,38.00 mm,10.77 mm,20.00 mm,300.00 m,,White,,Stick / Dot,Baton,Stainless Steel
Blancpain,Fifty Fathoms,5100-1127-NAJ,Fifty Fathoms Bathyscaphe Stainless Steel / White / Jeans Nato,"Blancpain caliber 1150
Hours, Minutes, Seconds | Date",2013,No,"Rotating, 0-60 (Dive)",Sapphire,Open,Round,38.00 mm,10.77 mm,20.00 mm,300.00 m,,White,,Stick / Dot,Baton,Stainless Steel
Blancpain,Fifty Fathoms,5100-1127-NAT,Fifty Fathoms Bathyscaphe Stainless Steel / White / Baby Blue Nato,"Blancpain caliber 1315
Hours, Minutes, Seconds | Date",2013,No,"Rotating, 0-60 (Dive)",Sapphire,Open,Round,38.00 mm,10.77 mm,20.00 mm,300.00 m,,White,,Stick / Dot,Baton,Stainless Steel
Blancpain,Fifty Fathoms,5100-1127-NAV,Fifty Fathoms Bathyscaphe Stainless Steel / White / Bordeaux Nato,"Blancpain caliber 1150
Hours, Minutes, Seconds | Date",2013,No,"Rotating, 0-60 (Dive)",Sapphire,Open,Round,38.00 mm,10.77 mm,20.00 mm,300.00 m,,White,,Stick / Dot,Baton,Stainless Steel
Blancpain,Fifty Fathoms,5100-1127-NAWA,Fifty Fathoms Bathyscaphe Stainless Steel / White / White Nato,"Blancpain caliber 1150
Hours, Minutes, Seconds | Date",2013,No,"Rotating, 0-60 (Dive)",Sapphire,Open,Round,38.00 mm,10.77 mm,20.00 mm,300.00 m,,White,,Stick / Dot,Baton,Stainless Steel
Blancpain,Fifty Fathoms,5100-1127-W52A,Fifty Fathoms Bathyscaphe Stainless Steel / White / White Canvas,"Blancpain caliber 1150
Hours, Minutes, Seconds | Date",2013,No,"Rotating, 0-60 (Dive)",Sapphire,Open,Round,38.00 mm,10.77 mm,20.00 mm,300.00 m,,White,,Stick / Dot,Baton,Stainless Steel
Blancpain,Fifty Fathoms,5200-0130-B52A,Fifty Fathoms Bathyscaphe Flyback Chronograph Black Ceramic / Black / Black Canvas,"Blancpain caliber F385
Hours, Minutes, Small Seconds | Date | Chronograph, Column wheel, Flyback",2015,No,"Rotating, 0-60 (Dive)",Sapphire,Open,Round,43.60 mm,15.25 mm,23.00 mm,300.00 m,,Black,Sunburst,Mixed,Baton,Ceramic
Blancpain,Fifty Fathoms,5200-0130-NABA,Fifty Fathoms Bathyscaphe Flyback Chronograph Black Ceramic / Black / Black Nato,"Blancpain caliber F385
Hours, Minutes, Small Seconds | Date | Chronograph, Column wheel, Flyback",2015,No,"Rotating, 0-60 (Dive)",Sapphire,Open,Round,43.60 mm,15.25 mm,23.00 mm,300.00 m,,Black,,Mixed,Baton,Ceramic
Blancpain,Fifty Fathoms,5200-0240-52A,Fifty Fathoms Bathyscaphe Flyback Chronograph Grey Ceramic / Blue / Blue Canvas,"Blancpain caliber F385
Hours, Minutes, Small Seconds | Date | Chronograph, Column wheel, Flyback",2015,No,"Rotating, 0-60 (Dive)",Sapphire,Open,Round,43.60 mm,15.25 mm,23.00 mm,300.00 m,,Blue,,Mixed,Baton,Ceramic
Blancpain,Fifty Fathoms,5200-0310-G52 A,Fifty Fathoms Bathyscaphe Ocean Commitment II Flyback Chronograph,"Blancpain caliber F385
Hours, Minutes, Small Seconds | Date | Chronograph, Column wheel, Flyback",2016,"Yes, 250 units","Rotating, 0-60 (Dive)",Sapphire,Open,Round,43.60 mm,15.25 mm,23.00 mm,300.00 m,,Grey,,Mixed,Baton,Ceramic
Blancpain,Fifty Fathoms,5200-1110-70B,Fifty Fathoms Bathyscaphe Flyback Chronograph Stainless Steel / Grey / Bracelet,"Blancpain caliber F385
Hours, Minutes, Small Seconds | Date | Chronograph, Column wheel, Flyback",2015,No,"Rotating, 0-60 (Dive)",Sapphire,Open,Round,43.00 mm,14.85 mm,23.00 mm,300.00 m,,Grey,,Mixed,Baton,Stainless Steel
Blancpain,Léman,2041-12A30-64B,Léman Réveil GMT Titanium / Red Gold / Black / Rubber,"Blancpain caliber 1241
Hours, Minutes, Small Seconds, Additional 24 Hour Hand (adjustable) | Date | Alarm | Power Reserve Indicator",,No,,Sapphire,Open,Round,40.00 mm,13.30 mm,22.00 mm,100.00 m,,Black,Matte,Mixed,Losange,"Titanium, Red Gold"
Blancpain,Léman,2841-36B30-64B,Léman Réveil GMT Red Gold / Black / Rubber,"Blancpain caliber 1241
Hours, Minutes, Small Seconds, Additional 24 Hour Hand (adjustable) | Date | Alarm | Power Reserve Indicator",,No,,Sapphire,Open,Round,40.00 mm,13.30 mm,22.00 mm,100.00 m,,Black,Matte,Arabic Numerals,Losange,Red Gold
Blancpain,Léman,2041-1542M-53B,Léman Réveil GMT Stainless Steel / Opaline / Alligator,"Blancpain caliber 1241
Hours, Minutes, Small Seconds, Additional 24 Hour Hand (adjustable) | Date | Alarm | Power Reserve Indicator",,No,,Sapphire,Open,Round,40.00 mm,13.30 mm,22.00 mm,100.00 m,,White,Matte,Arabic Numerals,Losange,Stainless Steel
Blancpain,Léman,2685F-3630-53B2685F-3630-53B,Léman Chronographe Flyback Quantième Perpétuel Red Gold / Black / Alligator,"Blancpain caliber F585
Hours, Minutes, Small Seconds | Date, Day, Leap Year, Month, Perpetual Calendar | Chronograph, Column wheel, Flyback | Moonphase",,No,,Sapphire,Open,Round,40.00 mm,13.30 mm,22.00 mm,80.00 m,,Black,Matte,Arabic Numerals,Losange,Red Gold
Blancpain,Léman,2841-1542-53B,Léman Réveil GMT White Gold / Opaline / Alligator,"Blancpain caliber 1241
Hours, Minutes, Small Seconds, Additional 24 Hour Hand (adjustable) | Date | Alarm | Power Reserve Indicator",,No,,Sapphire,Open,Round,40.00 mm,13.30 mm,22.00 mm,100.00 m,,White,Matte,Arabic Numerals,Losange,
Blancpain,Léman,2885F-36B42-53B,Léman Chronographe Flyback Grande Date Red Gold / Opaline / Alligator,"Blancpain caliber 69F8
Hours, Additional 24 Hour Hand (adjustable) | Big Date | Chronograph, Column wheel, Flyback",,No,,Sapphire,Open,Round,40.00 mm,13.30 mm,22.00 mm,100.00 m,,White,Sunburst,Mixed,Losange,Red Gold
Blancpain,Léman,2041-1130M-53B,Léman Réveil GMT Stainless Steel / Black / Alligator,"Blancpain caliber 1241
Hours, Minutes, Small Seconds, Additional 24 Hour Hand (adjustable) | Date | Alarm | Power Reserve Indicator",,No,,Sapphire,Open,Round,40.00 mm,13.30 mm,22.00 mm,100.00 m,,Black,Sunburst,Arabic Numerals,Losange,Stainless Steel
Blancpain,Léman,2041-1130M-71,Léman Réveil GMT Stainless Steel / Black / Bracelet,"Blancpain caliber 1241
Hours, Minutes, Small Seconds, Additional 24 Hour Hand (adjustable) | Date | Alarm | Power Reserve Indicator",,No,,Sapphire,Open,Round,40.00 mm,13.30 mm,22.00 mm,100.00 m,,Black,Sunburst,Arabic Numerals,Losange,Stainless Steel
Blancpain,Léman,2041-1230-63B,Léman Réveil GMT Titanium / Black / Barennia,"Blancpain caliber 1241
Hours, Minutes, Small Seconds, Additional 24 Hour Hand (adjustable) | Date | Alarm | Power Reserve Indicator",,No,,Sapphire,Open,Round,40.00 mm,13.30 mm,22.00 mm,100.00 m,,Black,Matte,Mixed,Losange,Stainless Steel
Blancpain,Léman,2041-1230-64B,Léman Réveil GMT Titanium / Black / Rubber,"Blancpain caliber 1241
Hours, Minutes, Small Seconds, Additional 24 Hour Hand (adjustable) | Date | Alarm | Power Reserve Indicator",,No,,Sapphire,Open,Round,40.00 mm,13.30 mm,22.00 mm,100.00 m,,Black,Matte,Mixed,Losange,Titanium
Blancpain,Léman,2041-1230-98B,Léman Réveil GMT Titanium / Black / Bracelet,"Blancpain caliber 1241
Hours, Minutes, Small Seconds, Additional 24 Hour Hand (adjustable) | Date | Alarm | Power Reserve Indicator",,No,,Sapphire,Open,Round,40.00 mm,13.30 mm,22.00 mm,100.00 m,,Black,Matte,Mixed,Losange,Titanium
Blancpain,Léman,2041-12A30-98A.B,Léman Réveil GMT Titanium / Red Gold / Black / Bracelet,"Blancpain caliber 1241
Hours, Minutes, Small Seconds, Additional 24 Hour Hand (adjustable) | Date | Alarm | Power Reserve Indicator",,No,,Sapphire,Open,Round,40.00 mm,13.30 mm,22.00 mm,100.00 m,,Black,Matte,Mixed,Losange,"Titanium, Red Gold"
Blancpain,Léman,2685F-1127-53B,Léman Chronographe Flyback Quantième Perpétuel Stainless Steel / White / Alligator,"Blancpain caliber F585
Hours, Minutes, Small Seconds | Date, Day, Leap Year, Month, Perpetual Calendar | Chronograph, Column wheel, Flyback | Moonphase",,No,,Sapphire,Open,Round,40.00 mm,13.30 mm,22.00 mm,80.00 m,,White,Matte,Arabic Numerals,Losange,Stainless Steel
Blancpain,Léman,2841-3642-53B,Léman Réveil GMT Red Gold / Opaline / Alligator,"Blancpain caliber 1241
Hours, Minutes, Small Seconds, Additional 24 Hour Hand (adjustable) | Date | Alarm | Power Reserve Indicator",,No,,Sapphire,Open,Round,40.00 mm,13.30 mm,22.00 mm,100.00 m,,White,Matte,Arabic Numerals,Losange,Red Gold
Blancpain,Léman,2850B-3630A-64B,Léman Grande Date Aqua Lung Red Gold / Black / Rubber,"Blancpain caliber 6950
Hours, Minutes, Seconds | Big Date",,No,,Sapphire,Open,Round,40.00 mm,11.40 mm,22.00 mm,100.00 m,,Black,Sunburst,Mixed,Losange,Red Gold
Blancpain,Léman,2885F-11B30B-53B,Léman Chronographe Flyback Grande Date Stainless Steel / Black / Alligator,"Blancpain caliber 69F8
Hours, Additional 24 Hour Hand (adjustable) | Big Date | Chronograph, Column wheel, Flyback",,No,,Sapphire,Open,Round,40.00 mm,13.30 mm,22.00 mm,100.00 m,,Black,Sunburst,Mixed,Losange,Stainless Steel
Blancpain,Léman,2925-3630-53B,Léman Tourbillon Semainier Grande Date Red Gold / Black / Alligator,"Blancpain caliber 3725G
Hours, Minutes | Date, Day, Week Indicator | Power Reserve Indicator, Tourbillon Escapement",,"Yes, 188 units",,Sapphire,Open,Round,40.00 mm,14.40 mm,22.00 mm,100.00 m,,Black,Sunburst,Mixed,Losange,Red Gold
Blancpain,Léman,2925-3642-53B,Léman Tourbillon Semainier Grande Date Red Gold / Opaline / Alligator,"Blancpain caliber 3725G
Hours, Minutes | Date, Day, Week Indicator | Power Reserve Indicator, Tourbillon Escapement",,"Yes, 188 units",,Sapphire,Open,Round,40.00 mm,14.40 mm,22.00 mm,100.00 m,,White,Sunburst,Mixed,Losange,Red Gold
Blancpain,Léman,2926A-5222-55B,Léman Tourbillon White Gold / Serti Baguette,"Blancpain caliber 25A
Hours, Minutes | Power Reserve Indicator, Tourbillon Escapement",,No,Gem-Set,Sapphire,Open,Round,40.00 mm,12.48 mm,21.00 mm,100.00 m,,Paved,,None,Feuille,White Gold
Blancpain,Léman,2185F-1130-63,Léman Chronograph Flyback Stainless Steel / Black / Strap,"Blancpain caliber F185
Hours, Minutes, Small Seconds | Date | Chronograph, Column wheel, Flyback",,No,,Sapphire,Closed,Round,38.00 mm,11.70 mm,22.00 mm,100.00 m,,Black,Sunburst,Arabic Numerals,Dauphine,Stainless Steel
Blancpain,L-Evolution,8886F-1503-52B,L-Evolution Chronographe Flyback a Rattrapante Grande Date White Gold,"Blancpain caliber 69F9
Hours, Minutes | Big Date | Chronograph, Column wheel, Flyback, Rattrapante | Moonphase",,No,,Sapphire,Open,Round,43.50 mm,16.04 mm,23.00 mm,100.00 m,,Black,,Mixed,Alpha,"White Gold, Carbon"
Blancpain,L-Evolution,8866-1500-53B,L-Evolution Quantieme Complet 8 Jours White Gold,"Blancpain caliber 66R9
Hours, Minutes, Small Seconds | Date, Day, Month | Moonphase",2009,"Yes, 150 units",,Sapphire,Open,Round,43.50 mm,15.55 mm,23.00 mm,100.00 m,,Skeleton,,Mixed,Alpha,White Gold
Blancpain,L-Evolution,8841-1134-53B,L-Evolution Réveil GMT Stainless Steel,"Blancpain caliber 1241H
Hours, Minutes, Small Seconds, Additional 24 Hour Hand (adjustable) | Date | Alarm | Power Reserve Indicator",,No,,Sapphire,Open,Round,43.50 mm,13.75 mm,23.00 mm,100.00 m,,Silver,,Mixed,Alpha,Stainless Steel
Blancpain,L-Evolution,8885F-1203-52B,L-Evolution Chronographe Flyback Super Trofeo,"Blancpain caliber F185
Hours, Minutes, Small Seconds | Date | Chronograph, Column wheel, Flyback",2010,"Yes, 600 units",,Sapphire,Open,Round,43.50 mm,12.60 mm,23.00 mm,100.00 m,,Black,,Mixed,Alpha,"Titanium, Carbon"
Blancpain,L-Evolution,R85F-1203-52B,L-Evolution R Chronograph Flyback Grande Date Carbon,"Blancpain caliber 68F5
Hours, Minutes | Big Date | Chronograph, Column wheel, Flyback",,"Yes, 88 units",,Sapphire,Open,Round,43.50 mm,12.90 mm,23.00 mm,100.00 m,,Black,,Mixed,Alpha,"Titanium, Carbon"
Blancpain,L-Evolution,8805-1134-53B,L-Evolution Automatique 8 Jours Stainless Steel,"Blancpain caliber 13R5
Hours, Minutes, Seconds | Date | Power Reserve Indicator",2009,No,,Sapphire,Open,Round,43.50 mm,13.40 mm,23.00 mm,100.00 m,,Skeleton,,Mixed,Alpha,Stainless Steel
Blancpain,L-Evolution,8805-3630-53B,L-Evolution Automatique 8 Jours Red Gold,"Blancpain caliber 13R5
Hours, Minutes, Seconds | Date | Power Reserve Indicator",2009,No,,Sapphire,Open,Round,43.50 mm,13.40 mm,23.00 mm,100.00 m,,Skeleton,,Mixed,Alpha,Red Gold
Blancpain,L-Evolution,8866-1134-53B,L-Evolution Quantieme Complet 8 Jours Stainless Steel,"Blancpain caliber 66R9
Hours, Minutes, Small Seconds | Date, Day, Month | Moonphase",2009,No,,Sapphire,Open,Round,43.50 mm,15.55 mm,23.00 mm,100.00 m,,Skeleton,,Mixed,Alpha,Stainless Steel
Blancpain,L-Evolution,8866-3630-53B,L-Evolution Quantieme Complet 8 Jours Red Gold,"Blancpain caliber 66R9
Hours, Minutes, Small Seconds | Date, Day, Month | Moonphase",2009,No,,Sapphire,Open,Round,43.50 mm,15.55 mm,23.00 mm,100.00 m,,Skeleton,,Mixed,Alpha,Red Gold
Blancpain,L-Evolution,8825-1530-53B,L-Evolution Tourbillon GMT 8 Jours White Gold,"Blancpain caliber 5025
Hours, Minutes, Seconds, Additional 24 Hour Hand (adjustable) | Date | Power Reserve Indicator, Tourbillon Escapement",2009,"Yes, 99 units",,Sapphire,Open,Round,43.50 mm,13.45 mm,23.00 mm,100.00 m,,Skeleton,,Mixed,Alpha,White Gold
Blancpain,L-Evolution,8825-3630-53B,L-Evolution Tourbillon GMT 8 Jours Red Gold,"Blancpain caliber 5025
Hours, Minutes, Seconds, Additional 24 Hour Hand (adjustable) | Date | Power Reserve Indicator, Tourbillon Escapement",2009,"Yes, 99 units",,Sapphire,Open,Round,43.50 mm,13.45 mm,23.00 mm,100.00 m,,Skeleton,,Mixed,Alpha,Red Gold
Blancpain,L-Evolution,00222-1500-53B,L-Evolution Carrousel Saphir Volant Une Minute Tantalum,"Blancpain caliber 22T
Hours, Minutes | Carrousel",2010,"Yes, 50 units",,Sapphire,Open,Round,43.50 mm,13.50 mm,23.00 mm,30.00 m,,Skeleton,,,Alpha,"White Gold, Tantalum"
Blancpain,L-Evolution,00222A-1500-53B,L-Evolution Carrousel Saphir Volant Une Minute White Gold,"Blancpain caliber 22T
Hours, Minutes | Carrousel",2010,"Yes, 15 units",,Sapphire,Open,Round,43.50 mm,13.50 mm,23.00 mm,30.00 m,,Blue,,,Alpha,Enamel
Blancpain,L-Evolution,8837-1134-53B,L-Evolution Semainier Grande Date 8 Jours Stainless Steel,"Blancpain caliber 37R8G
Hours, Minutes, Seconds | Big Date, Day, Week Indicator | Power Reserve Indicator",2010,"Yes, 150 units",,Sapphire,Open,Round,43.50 mm,16.25 mm,23.00 mm,100.00 m,,Skeleton,,Mixed,Alpha,Stainless Steel
Blancpain,L-Evolution,8837-3630-53B,L-Evolution Semainier Grande Date 8 Jours Red Gold,"Blancpain caliber 37R8G
Hours, Minutes, Seconds | Big Date, Day, Week Indicator | Power Reserve Indicator",2010,"Yes, 150 units",,Sapphire,Open,Round,43.50 mm,16.25 mm,23.00 mm,100.00 m,,Skeleton,,Mixed,Alpha,Red Gold
Blancpain,L-Evolution,8822-36B30-53B,"L-Evolution Tourbillon Grande Date, Réserve de Marche Sur Masse Oscillante Red Gold","Blancpain caliber 4225G
Hours, Minutes | Big Date | Power Reserve Indicator, Tourbillon Escapement",2011,No,,Sapphire,Open,Round,43.50 mm,13.40 mm,23.00 mm,100.00 m,,Skeleton,,Mixed,Alpha,Red Gold
Blancpain,L-Evolution,8841-3630-53B,L-Evolution Réveil GMT Red Gold,"Blancpain caliber 1241H
Hours, Minutes, Small Seconds, Additional 24 Hour Hand (adjustable) | Date | Alarm | Power Reserve Indicator",,No,,Sapphire,Open,Round,43.50 mm,13.75 mm,23.00 mm,100.00 m,,Black,,Mixed,Alpha,Red Gold
Blancpain,L-Evolution,8850-11B34-53B,L-Evolution Réveil Grande Date 8 Jours Stainless Steel,"Blancpain caliber 6938
Hours, Minutes, Seconds | Big Date",,No,,Sapphire,Open,Round,43.50 mm,15.50 mm,23.00 mm,100.00 m,,Grey,,Mixed,Alpha,Stainless Steel
Blancpain,L-Evolution,8850-36B30-53B,L-Evolution Réveil Grande Date 8 Jours Red Gold,"Blancpain caliber 6938
Hours, Minutes, Seconds | Big Date",,No,,Sapphire,Open,Round,43.50 mm,15.50 mm,23.00 mm,100.00 m,,Black,,Mixed,Alpha,Red Gold
Blancpain,L-Evolution,8886F-1203-52B,L-Evolution Chronographe Flyback a Rattrapante Grande Date Titanium,"Blancpain caliber 69F9
Hours, Minutes | Big Date | Chronograph, Column wheel, Flyback, Rattrapante | Moonphase",,"Yes, 24 units",,Sapphire,Open,Round,43.50 mm,12.60 mm,23.00 mm,100.00 m,,Black,,Mixed,Alpha,"Titanium, Carbon"
Blancpain,L-Evolution,8886F-3603-52B,L-Evolution Chronographe Flyback a Rattrapante Grande Date Red Gold,"Blancpain caliber 69F9
Hours, Minutes | Big Date | Chronograph, Column wheel, Flyback, Rattrapante | Moonphase",,No,,Sapphire,Open,Round,43.50 mm,16.04 mm,23.00 mm,100.00 m,,Black,,Mixed,Alpha,"Carbon, Red Gold"
Blancpain,L-Evolution,92322-34B39-55B,L-Evolution Tourbillon Carrousel,"Blancpain caliber 13R5
Hours, Minutes, Seconds | Date | Power Reserve Indicator",2015,No,,Sapphire,Open,Round,47.40 mm,11.66 mm,23.00 mm,100.00 m,,Skeleton,,Mixed,Alpha,Platinum
Blancpain,L-Evolution,R10-1103-53B,L-Evolution Automatique Grande Date Stainless Steel,"Blancpain caliber 6950
Hours, Minutes, Seconds | Big Date",2009,No,,Sapphire,Open,Round,43.50 mm,11.00 mm,23.00 mm,100.00 m,,Black,,Mixed,Alpha,Carbon
Blancpain,L-Evolution,R85F-1103-53B,L-Evolution R Chronograph Flyback Grande Date,"Blancpain caliber 68F5
Hours, Minutes | Big Date | Chronograph, Column wheel, Flyback",,No,,Sapphire,Open,Round,43.50 mm,12.90 mm,23.00 mm,100.00 m,,Black,,Mixed,Alpha,"Titanium, Stainless Steel"
Blancpain,L-Evolution,560STC-11B30-52B,L-Evolution Chronograph Flyback,"Blancpain caliber F185
Hours, Minutes, Small Seconds | Date | Chronograph, Column wheel, Flyback",,No,,Sapphire,Open,Round,43.50 mm,12.90 mm,23.00 mm,100.00 m,,Black,,Mixed,Sword,Stainless Steel
Blancpain,Villeret,6659-3431-55B,Villeret Quantieme Perpetuel 8 Jours White Gold / Enamel,"Blancpain caliber 5939A
Hours, Minutes, Small Seconds | Date, Day, Leap Year, Month, Perpetual Calendar | Moonphase",2014,"Yes, 188 units",,Sapphire,Open,Round,42.00 mm,13.50 mm,23.00 mm,30.00 m,,White,,Roman Numerals,Feuille,Enamel
